"X","trialNum","rt","subject","condition","InducerL","InducerR","ConcurrentL","ConcurrentR","choice"
51,52,3979,"0BwAB3cQny","Noise-Shape-Speed-10","Shape-BK1-H","Shape-BK1-L","Noise-Hum-L","Noise-Hum-H",1
52,53,4279,"0BwAB3cQny","Noise-Shape-Speed-10","Pitch-Piano-L","Pitch-Piano-H","Shape-BK4-L","Shape-BK4-H",0
53,54,3598,"0BwAB3cQny","Noise-Shape-Speed-10","Shape-BK3-L","Shape-BK3-H","Pitch-Piano-L","Pitch-Piano-H",0
54,55,3967,"0BwAB3cQny","Noise-Shape-Speed-10","Shape-BK3-H","Shape-BK3-L","Speed-SP3-H","Speed-SP3-L",0
55,56,4399,"0BwAB3cQny","Noise-Shape-Speed-10","Shape-BK3-H","Shape-BK3-L","Amp-Pulse-H","Amp-Pulse-L",1
56,57,3620,"0BwAB3cQny","Noise-Shape-Speed-10","Color-RY-H","Color-RY-L","Shape-BK2-H","Shape-BK2-L",0
57,58,4551,"0BwAB3cQny","Noise-Shape-Speed-10","Shape-BK1-H","Shape-BK1-L","Speed-SP1-L","Speed-SP1-H",1
58,59,7125,"0BwAB3cQny","Noise-Shape-Speed-10","Noise-Pulse-H","Noise-Pulse-L","Amp-Pulse-H","Amp-Pulse-L",1
59,60,4592,"0BwAB3cQny","Noise-Shape-Speed-10","Speed-SP1-H","Speed-SP1-L","Noise-Tone-L","Noise-Tone-H",0
60,61,3835,"0BwAB3cQny","Noise-Shape-Speed-10","Noise-Pulse-L","Noise-Pulse-H","Shape-BK3-L","Shape-BK3-H",0
61,62,3831,"0BwAB3cQny","Noise-Shape-Speed-10","Amp-Pulse-H","Amp-Pulse-L","Shape-BK4-H","Shape-BK4-L",1
62,63,2990,"0BwAB3cQny","Noise-Shape-Speed-10","Shape-BK3-H","Shape-BK3-L","Color-RY-H","Color-RY-L",0
63,64,4748,"0BwAB3cQny","Noise-Shape-Speed-10","Noise-Pulse-H","Noise-Pulse-L","Affect-EB-H","Affect-EB-L",1
64,65,3118,"0BwAB3cQny","Noise-Shape-Speed-10","Size-Triangles-H","Size-Triangles-L","Speed-SP3-L","Speed-SP3-H",1
65,66,5105,"0BwAB3cQny","Noise-Shape-Speed-10","Noise-Hum-H","Noise-Hum-L","Brightness-Squares-L","Brightness-Squares-H",0
66,67,3745,"0BwAB3cQny","Noise-Shape-Speed-10","Shape-BK3-H","Shape-BK3-L","Speed-SP2-H","Speed-SP2-L",1
67,68,4267,"0BwAB3cQny","Noise-Shape-Speed-10","Pitch-Piano-H","Pitch-Piano-L","Shape-BK2-L","Shape-BK2-H",1
68,69,5038,"0BwAB3cQny","Noise-Shape-Speed-10","Speed-SP1-L","Speed-SP1-H","Pitch-Piano-L","Pitch-Piano-H",1
69,70,4068,"0BwAB3cQny","Noise-Shape-Speed-10","Speed-SP1-L","Speed-SP1-H","Noise-Hum-L","Noise-Hum-H",1
70,71,4830,"0BwAB3cQny","Noise-Shape-Speed-10","Speed-SP1-H","Speed-SP1-L","Shape-BK2-L","Shape-BK2-H",0
71,72,3603,"0BwAB3cQny","Noise-Shape-Speed-10","Affect-EB-L","Affect-EB-H","Shape-BK4-H","Shape-BK4-L",0
72,73,7115,"0BwAB3cQny","Noise-Shape-Speed-10","Noise-Pulse-L","Noise-Pulse-H","Speed-SP1-L","Speed-SP1-H",1
73,74,4761,"0BwAB3cQny","Noise-Shape-Speed-10","Affect-EB-L","Affect-EB-H","Shape-BK2-H","Shape-BK2-L",0
74,75,4132,"0BwAB3cQny","Noise-Shape-Speed-10","Noise-Hum-H","Noise-Hum-L","Speed-SP1-H","Speed-SP1-L",1
75,76,3962,"0BwAB3cQny","Noise-Shape-Speed-10","Noise-Hum-L","Noise-Hum-H","Size-Triangles-H","Size-Triangles-L",0
76,77,5122,"0BwAB3cQny","Noise-Shape-Speed-10","Speed-SP1-H","Speed-SP1-L","Amp-Pulse-H","Amp-Pulse-L",0
77,78,4801,"0BwAB3cQny","Noise-Shape-Speed-10","Speed-SP1-L","Speed-SP1-H","Size-Triangles-L","Size-Triangles-H",0
78,79,3190,"0BwAB3cQny","Noise-Shape-Speed-10","Size-Triangles-L","Size-Triangles-H","Noise-Tone-H","Noise-Tone-L",0
79,80,3907,"0BwAB3cQny","Noise-Shape-Speed-10","Shape-BK3-H","Shape-BK3-L","Size-Triangles-H","Size-Triangles-L",1
80,81,10767,"0BwAB3cQny","Noise-Shape-Speed-10","Brightness-Squares-L","Brightness-Squares-H","Noise-Piano-L","Noise-Piano-H",1
81,82,4304,"0BwAB3cQny","Noise-Shape-Speed-10","Noise-Pulse-H","Noise-Pulse-L","Size-Triangles-L","Size-Triangles-H",0
82,83,2987,"0BwAB3cQny","Noise-Shape-Speed-10","Size-Triangles-H","Size-Triangles-L","Shape-BK2-H","Shape-BK2-L",1
83,84,7155,"0BwAB3cQny","Noise-Shape-Speed-10","Noise-Hum-H","Noise-Hum-L","Pitch-Piano-H","Pitch-Piano-L",0
84,85,2905,"0BwAB3cQny","Noise-Shape-Speed-10","Shape-BK3-L","Shape-BK3-H","Speed-SP1-H","Speed-SP1-L",1
85,86,3477,"0BwAB3cQny","Noise-Shape-Speed-10","Speed-SP1-H","Speed-SP1-L","Affect-EB-H","Affect-EB-L",0
86,87,2244,"0BwAB3cQny","Noise-Shape-Speed-10","Speed-SP4-H","Speed-SP4-L","Color-RY-H","Color-RY-L",1
87,88,4047,"0BwAB3cQny","Noise-Shape-Speed-10","Noise-Hum-H","Noise-Hum-L","Shape-BK3-H","Shape-BK3-L",0
88,89,3955,"0BwAB3cQny","Noise-Shape-Speed-10","Color-RY-H","Color-RY-L","Noise-Tone-H","Noise-Tone-L",0
89,90,5420,"0BwAB3cQny","Noise-Shape-Speed-10","Amp-Pulse-L","Amp-Pulse-H","Noise-Piano-H","Noise-Piano-L",0
90,91,3874,"0BwAB3cQny","Noise-Shape-Speed-10","Affect-EB-H","Affect-EB-L","Noise-Tone-H","Noise-Tone-L",1
91,92,3506,"0BwAB3cQny","Noise-Shape-Speed-10","Speed-SP4-H","Speed-SP4-L","Size-Triangles-H","Size-Triangles-L",0
92,93,3569,"0BwAB3cQny","Noise-Shape-Speed-10","Speed-SP4-H","Speed-SP4-L","Noise-Hum-H","Noise-Hum-L",1
93,94,5289,"0BwAB3cQny","Noise-Shape-Speed-10","Noise-Hum-L","Noise-Hum-H","Amp-Pulse-L","Amp-Pulse-H",1
94,95,4540,"0BwAB3cQny","Noise-Shape-Speed-10","Pitch-Piano-L","Pitch-Piano-H","Speed-SP2-L","Speed-SP2-H",1
95,96,3400,"0BwAB3cQny","Noise-Shape-Speed-10","Shape-BK1-L","Shape-BK1-H","Size-Triangles-H","Size-Triangles-L",0
0,1,4844,"2fgfNXCWoW","Pitch-Size-Color-9","Color-YB-L","Color-YB-H","Noise-Hum-L","Noise-Hum-H",1
1,2,3273,"2fgfNXCWoW","Pitch-Size-Color-9","Shape-BK2-L","Shape-BK2-H","Color-RB-L","Color-RB-H",1
2,3,5587,"2fgfNXCWoW","Pitch-Size-Color-9","Pitch-Hum-H","Pitch-Hum-L","Noise-Hum-L","Noise-Hum-H",1
3,4,3369,"2fgfNXCWoW","Pitch-Size-Color-9","Size-Squares-L","Size-Squares-H","Brightness-Triangles-L","Brightness-Triangles-H",0
4,5,3926,"2fgfNXCWoW","Pitch-Size-Color-9","Brightness-Triangles-H","Brightness-Triangles-L","Pitch-Pulse-H","Pitch-Pulse-L",1
5,6,3562,"2fgfNXCWoW","Pitch-Size-Color-9","Speed-SP4-L","Speed-SP4-H","Color-RY-L","Color-RY-H",0
6,7,3924,"2fgfNXCWoW","Pitch-Size-Color-9","Size-Squares-H","Size-Squares-L","Amp-Tone-H","Amp-Tone-L",0
7,8,5651,"2fgfNXCWoW","Pitch-Size-Color-9","Noise-Hum-L","Noise-Hum-H","Pitch-Tone-H","Pitch-Tone-L",1
8,9,2170,"2fgfNXCWoW","Pitch-Size-Color-9","Size-Diamonds-H","Size-Diamonds-L","Color-RY-L","Color-RY-H",0
9,10,5177,"2fgfNXCWoW","Pitch-Size-Color-9","Pitch-Hum-L","Pitch-Hum-H","Brightness-Triangles-L","Brightness-Triangles-H",1
10,11,7778,"2fgfNXCWoW","Pitch-Size-Color-9","Pitch-Piano-H","Pitch-Piano-L","Noise-Hum-H","Noise-Hum-L",0
11,12,2847,"2fgfNXCWoW","Pitch-Size-Color-9","Speed-SP4-L","Speed-SP4-H","Size-Circles-L","Size-Circles-H",1
12,13,4017,"2fgfNXCWoW","Pitch-Size-Color-9","Affect-EB-L","Affect-EB-H","Color-RY-H","Color-RY-L",1
13,14,4472,"2fgfNXCWoW","Pitch-Size-Color-9","Affect-EB-L","Affect-EB-H","Color-RB-L","Color-RB-H",0
14,15,2985,"2fgfNXCWoW","Pitch-Size-Color-9","Size-Squares-H","Size-Squares-L","Color-RY-L","Color-RY-H",1
15,16,5278,"2fgfNXCWoW","Pitch-Size-Color-9","Pitch-Piano-L","Pitch-Piano-H","Brightness-Triangles-H","Brightness-Triangles-L",0
16,17,2585,"2fgfNXCWoW","Pitch-Size-Color-9","Shape-BK2-L","Shape-BK2-H","Size-Circles-H","Size-Circles-L",1
17,18,2712,"2fgfNXCWoW","Pitch-Size-Color-9","Brightness-Triangles-H","Brightness-Triangles-L","Size-Circles-L","Size-Circles-H",1
18,19,1953,"2fgfNXCWoW","Pitch-Size-Color-9","Size-Diamonds-L","Size-Diamonds-H","Brightness-Triangles-H","Brightness-Triangles-L",1
19,20,2121,"2fgfNXCWoW","Pitch-Size-Color-9","Color-YB-H","Color-YB-L","Brightness-Triangles-H","Brightness-Triangles-L",0
20,21,1791,"2fgfNXCWoW","Pitch-Size-Color-9","Color-RY-H","Color-RY-L","Size-Triangles-L","Size-Triangles-H",1
21,22,6628,"2fgfNXCWoW","Pitch-Size-Color-9","Size-Squares-L","Size-Squares-H","Noise-Hum-H","Noise-Hum-L",1
22,23,3033,"2fgfNXCWoW","Pitch-Size-Color-9","Speed-SP4-H","Speed-SP4-L","Size-Triangles-H","Size-Triangles-L",1
23,24,3883,"2fgfNXCWoW","Pitch-Size-Color-9","Size-Diamonds-H","Size-Diamonds-L","Affect-EB-L","Affect-EB-H",1
24,25,4732,"2fgfNXCWoW","Pitch-Size-Color-9","Noise-Hum-H","Noise-Hum-L","Color-RB-H","Color-RB-L",1
25,26,6893,"2fgfNXCWoW","Pitch-Size-Color-9","Pitch-Piano-L","Pitch-Piano-H","Shape-BK2-L","Shape-BK2-H",0
26,27,2025,"2fgfNXCWoW","Pitch-Size-Color-9","Brightness-Triangles-L","Brightness-Triangles-H","Size-Triangles-H","Size-Triangles-L",1
27,28,5496,"2fgfNXCWoW","Pitch-Size-Color-9","Pitch-Hum-L","Pitch-Hum-H","Amp-Tone-L","Amp-Tone-H",1
28,29,2705,"2fgfNXCWoW","Pitch-Size-Color-9","Color-RG-L","Color-RG-H","Speed-SP4-H","Speed-SP4-L",1
29,30,4221,"2fgfNXCWoW","Pitch-Size-Color-9","Amp-Tone-H","Amp-Tone-L","Color-RB-L","Color-RB-H",1
30,31,3336,"2fgfNXCWoW","Pitch-Size-Color-9","Size-Squares-H","Size-Squares-L","Shape-BK2-L","Shape-BK2-H",1
31,32,3697,"2fgfNXCWoW","Pitch-Size-Color-9","Size-Squares-H","Size-Squares-L","Affect-EB-H","Affect-EB-L",0
32,33,3967,"2fgfNXCWoW","Pitch-Size-Color-9","Noise-Hum-H","Noise-Hum-L","Size-Triangles-H","Size-Triangles-L",0
33,34,4430,"2fgfNXCWoW","Pitch-Size-Color-9","Affect-EB-H","Affect-EB-L","Pitch-Pulse-L","Pitch-Pulse-H",1
34,35,4556,"2fgfNXCWoW","Pitch-Size-Color-9","Pitch-Hum-L","Pitch-Hum-H","Speed-SP4-L","Speed-SP4-H",1
35,36,3297,"2fgfNXCWoW","Pitch-Size-Color-9","Color-RG-L","Color-RG-H","Size-Squares-L","Size-Squares-H",1
36,37,4565,"2fgfNXCWoW","Pitch-Size-Color-9","Brightness-Triangles-L","Brightness-Triangles-H","Pitch-Tone-L","Pitch-Tone-H",0
37,38,4134,"2fgfNXCWoW","Pitch-Size-Color-9","Pitch-Hum-H","Pitch-Hum-L","Size-Squares-H","Size-Squares-L",1
38,39,4153,"2fgfNXCWoW","Pitch-Size-Color-9","Brightness-Triangles-L","Brightness-Triangles-H","Color-RB-L","Color-RB-H",0
39,40,3713,"2fgfNXCWoW","Pitch-Size-Color-9","Color-YB-H","Color-YB-L","Affect-EB-L","Affect-EB-H",0
40,41,3337,"2fgfNXCWoW","Pitch-Size-Color-9","Speed-SP4-H","Speed-SP4-L","Color-RB-H","Color-RB-L",0
41,42,1914,"2fgfNXCWoW","Pitch-Size-Color-9","Color-YB-H","Color-YB-L","Shape-BK2-L","Shape-BK2-H",1
42,43,5076,"2fgfNXCWoW","Pitch-Size-Color-9","Color-RG-L","Color-RG-H","Pitch-Pulse-H","Pitch-Pulse-L",0
43,44,3789,"2fgfNXCWoW","Pitch-Size-Color-9","Color-RY-L","Color-RY-H","Pitch-Pulse-L","Pitch-Pulse-H",0
44,45,5060,"2fgfNXCWoW","Pitch-Size-Color-9","Size-Squares-L","Size-Squares-H","Pitch-Pulse-L","Pitch-Pulse-H",1
45,46,4278,"2fgfNXCWoW","Pitch-Size-Color-9","Affect-EB-L","Affect-EB-H","Pitch-Tone-H","Pitch-Tone-L",0
46,47,4686,"2fgfNXCWoW","Pitch-Size-Color-9","Pitch-Piano-H","Pitch-Piano-L","Affect-EB-L","Affect-EB-H",0
47,48,4271,"2fgfNXCWoW","Pitch-Size-Color-9","Shape-BK2-H","Shape-BK2-L","Pitch-Tone-L","Pitch-Tone-H",1
48,49,5576,"2fgfNXCWoW","Pitch-Size-Color-9","Noise-Hum-L","Noise-Hum-H","Pitch-Pulse-L","Pitch-Pulse-H",1
49,50,3074,"2fgfNXCWoW","Pitch-Size-Color-9","Shape-BK2-L","Shape-BK2-H","Size-Triangles-L","Size-Triangles-H",0
50,51,3935,"2fgfNXCWoW","Pitch-Size-Color-9","Noise-Hum-H","Noise-Hum-L","Color-RY-L","Color-RY-H",0
51,52,4477,"2fgfNXCWoW","Pitch-Size-Color-9","Pitch-Pulse-L","Pitch-Pulse-H","Size-Triangles-H","Size-Triangles-L",0
52,53,3693,"2fgfNXCWoW","Pitch-Size-Color-9","Amp-Tone-H","Amp-Tone-L","Size-Circles-H","Size-Circles-L",0
53,54,3254,"2fgfNXCWoW","Pitch-Size-Color-9","Amp-Tone-L","Amp-Tone-H","Size-Triangles-L","Size-Triangles-H",0
54,55,2992,"2fgfNXCWoW","Pitch-Size-Color-9","Size-Squares-H","Size-Squares-L","Color-RB-H","Color-RB-L",1
55,56,3813,"2fgfNXCWoW","Pitch-Size-Color-9","Size-Diamonds-L","Size-Diamonds-H","Pitch-Pulse-H","Pitch-Pulse-L",0
56,57,2073,"2fgfNXCWoW","Pitch-Size-Color-9","Size-Squares-H","Size-Squares-L","Color-RY-L","Color-RY-H",1
57,58,5632,"2fgfNXCWoW","Pitch-Size-Color-9","Amp-Tone-H","Amp-Tone-L","Pitch-Pulse-H","Pitch-Pulse-L",1
58,59,3748,"2fgfNXCWoW","Pitch-Size-Color-9","Color-RG-H","Color-RG-L","Amp-Tone-H","Amp-Tone-L",0
59,60,3894,"2fgfNXCWoW","Pitch-Size-Color-9","Pitch-Pulse-H","Pitch-Pulse-L","Color-RB-H","Color-RB-L",0
60,61,5766,"2fgfNXCWoW","Pitch-Size-Color-9","Size-Diamonds-L","Size-Diamonds-H","Noise-Hum-L","Noise-Hum-H",0
61,62,2039,"2fgfNXCWoW","Pitch-Size-Color-9","Shape-BK2-H","Shape-BK2-L","Color-RY-H","Color-RY-L",0
62,63,3425,"2fgfNXCWoW","Pitch-Size-Color-9","Color-YB-L","Color-YB-H","Speed-SP4-L","Speed-SP4-H",0
63,64,1824,"2fgfNXCWoW","Pitch-Size-Color-9","Color-RG-H","Color-RG-L","Shape-BK2-L","Shape-BK2-H",1
64,65,4735,"2fgfNXCWoW","Pitch-Size-Color-9","Shape-BK2-H","Shape-BK2-L","Pitch-Pulse-H","Pitch-Pulse-L",1
65,66,5553,"2fgfNXCWoW","Pitch-Size-Color-9","Amp-Tone-L","Amp-Tone-H","Pitch-Tone-L","Pitch-Tone-H",0
66,67,3551,"2fgfNXCWoW","Pitch-Size-Color-9","Color-YB-H","Color-YB-L","Amp-Tone-H","Amp-Tone-L",1
67,68,4691,"2fgfNXCWoW","Pitch-Size-Color-9","Color-YB-L","Color-YB-H","Pitch-Pulse-H","Pitch-Pulse-L",1
68,69,4062,"2fgfNXCWoW","Pitch-Size-Color-9","Amp-Tone-H","Amp-Tone-L","Color-RY-H","Color-RY-L",0
69,70,4702,"2fgfNXCWoW","Pitch-Size-Color-9","Pitch-Hum-L","Pitch-Hum-H","Shape-BK2-L","Shape-BK2-H",0
70,71,3367,"2fgfNXCWoW","Pitch-Size-Color-9","Noise-Hum-L","Noise-Hum-H","Size-Circles-L","Size-Circles-H",0
71,72,3331,"2fgfNXCWoW","Pitch-Size-Color-9","Pitch-Piano-H","Pitch-Piano-L","Size-Squares-H","Size-Squares-L",0
72,73,2809,"2fgfNXCWoW","Pitch-Size-Color-9","Color-RG-H","Color-RG-L","Brightness-Triangles-H","Brightness-Triangles-L",0
73,74,4210,"2fgfNXCWoW","Pitch-Size-Color-9","Affect-EB-L","Affect-EB-H","Size-Circles-H","Size-Circles-L",1
74,75,3651,"2fgfNXCWoW","Pitch-Size-Color-9","Size-Squares-H","Size-Squares-L","Pitch-Tone-H","Pitch-Tone-L",1
75,76,3842,"2fgfNXCWoW","Pitch-Size-Color-9","Affect-EB-L","Affect-EB-H","Size-Triangles-L","Size-Triangles-H",0
76,77,3462,"2fgfNXCWoW","Pitch-Size-Color-9","Size-Diamonds-H","Size-Diamonds-L","Amp-Tone-H","Amp-Tone-L",0
77,78,4025,"2fgfNXCWoW","Pitch-Size-Color-9","Pitch-Pulse-H","Pitch-Pulse-L","Color-RY-L","Color-RY-H",0
78,79,2034,"2fgfNXCWoW","Pitch-Size-Color-9","Brightness-Triangles-L","Brightness-Triangles-H","Color-RY-H","Color-RY-L",1
79,80,3701,"2fgfNXCWoW","Pitch-Size-Color-9","Color-RG-L","Color-RG-H","Noise-Hum-L","Noise-Hum-H",0
80,81,3861,"2fgfNXCWoW","Pitch-Size-Color-9","Pitch-Pulse-H","Pitch-Pulse-L","Size-Circles-L","Size-Circles-H",0
81,82,2482,"2fgfNXCWoW","Pitch-Size-Color-9","Size-Diamonds-L","Size-Diamonds-H","Speed-SP4-H","Speed-SP4-L",0
82,83,4103,"2fgfNXCWoW","Pitch-Size-Color-9","Speed-SP4-L","Speed-SP4-H","Pitch-Tone-L","Pitch-Tone-H",0
83,84,2128,"2fgfNXCWoW","Pitch-Size-Color-9","Color-YB-L","Color-YB-H","Size-Squares-L","Size-Squares-H",1
84,85,3621,"2fgfNXCWoW","Pitch-Size-Color-9","Pitch-Hum-H","Pitch-Hum-L","Affect-EB-H","Affect-EB-L",1
85,86,3630,"2fgfNXCWoW","Pitch-Size-Color-9","Color-RY-H","Color-RY-L","Pitch-Tone-H","Pitch-Tone-L",1
86,87,5132,"2fgfNXCWoW","Pitch-Size-Color-9","Size-Squares-L","Size-Squares-H","Pitch-Pulse-L","Pitch-Pulse-H",1
87,88,5595,"2fgfNXCWoW","Pitch-Size-Color-9","Speed-SP4-L","Speed-SP4-H","Pitch-Pulse-H","Pitch-Pulse-L",0
88,89,1541,"2fgfNXCWoW","Pitch-Size-Color-9","Color-RY-H","Color-RY-L","Size-Circles-H","Size-Circles-L",0
89,90,5638,"2fgfNXCWoW","Pitch-Size-Color-9","Pitch-Piano-L","Pitch-Piano-H","Amp-Tone-L","Amp-Tone-H",0
90,91,2296,"2fgfNXCWoW","Pitch-Size-Color-9","Color-RG-H","Color-RG-L","Affect-EB-H","Affect-EB-L",1
91,92,2937,"2fgfNXCWoW","Pitch-Size-Color-9","Size-Diamonds-H","Size-Diamonds-L","Shape-BK2-H","Shape-BK2-L",1
